tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id,label
3001106,200275,True,Fri Dec 08 14:09:30 +0000 2017,@ATT I'm getting 8Mbps on a unlimited plan at work. Can someone look into this?,,,Network & Connectivity
3000583,929023,True,Sun Feb 25 05:44:37 +0000 2018,@Ask_Spectrum I've been disputing this $100 charge for 2 weeks and nobody resolves it.,,,Billing & Payment
3000937,565342,True,Sat Jan 13 07:57:59 +0000 2018,@ATT internet goes out every night at work. It's been a week. Please fix this.,,,Network & Connectivity
3000490,851535,True,Wed Jan 10 22:56:59 +0000 2018,@TMobileHelp my bill for this month is $25 higher than last month with no plan changes.,,,Billing & Payment
3002643,789587,True,Tue Feb 27 21:01:44 +0000 2018,@ATT I want to cancel my cable but keep the internet. Is that possible?,,,Cancellation & Retention
3000228,812667,True,Sun Jan 28 23:43:58 +0000 2018,@TMobileHelp I was on autopay and still got a $25 late fee. How is that even possible?,,,Billing & Payment
3001519,637812,True,Sat Jan 13 01:42:18 +0000 2018,@VerizonSupport hotspot on my device disconnects everyone after a few minutes everywhere I go.,,,Device & Technical Support
3001995,851076,True,Fri Feb 09 11:51:51 +0000 2018,@TMobileHelp my plan was changed without my consent. I want an explanation and a reversal.,,,Account & Plan Management
3001472,172915,True,Tue Feb 20 20:02:38 +0000 2018,@TMobileHelp my new iPhone won't activate. I've been trying for 3 hours. Please help.,,,Device & Technical Support
3001063,788540,True,Wed Jan 17 20:14:58 +0000 2018,@VerizonSupport connection has been spotty for 2 days at my house. Technician came and still broken.,,,Network & Connectivity
3001884,740565,True,Mon Dec 04 15:40:11 +0000 2017,@VerizonSupport added 4 lines a week ago and still can't activate them. What is going on?,,,Account & Plan Management
3000999,310852,True,Wed Dec 06 05:57:48 +0000 2017,@Ask_Spectrum my internet has been down for 3 hours on my street. When will it be fixed?,,,Network & Connectivity
3001339,671620,True,Fri Nov 24 12:27:20 +0000 2017,@TMobileHelp my new iPhone won't activate. I've been trying for all day. Please help.,,,Device & Technical Support
3002464,910911,True,Sun Dec 10 19:04:24 +0000 2017,@sprintcare competitor offered me 500Mbps unlimited for $75 less. Have 3 days to decide.,,,Cancellation & Retention
3000453,395192,True,Sat Jan 06 02:16:45 +0000 2018,@TMobileHelp my bill went up $75 with zero explanation. What is going on?,,,Billing & Payment
3001125,572965,True,Mon Feb 05 16:31:46 +0000 2018,@TMobileHelp dropped calls every single day on my street. Fix this.,,,Network & Connectivity
3000939,959049,True,Sat Feb 10 22:52:06 +0000 2018,@sprintcare I'm paying for unlimited and consistently getting 8Mbps everywhere I go. That is fraud.,,,Network & Connectivity
3000440,740193,True,Mon Jan 15 23:38:18 +0000 2018,@ATT why do you keep adding random fees to my bill every month? Called multiple times with no fix.,,,Billing & Payment
3000782,736111,True,Sun Jan 07 02:11:12 +0000 2018,@TMobileHelp WiFi is so slow tonight I can't even load a webpage everywhere I go. What is happening?,,,Network & Connectivity
3000595,880786,True,Thu Jan 04 03:24:02 +0000 2018,@ATT I was promised a $25 credit and it never showed up on my bill.,,,Billing & Payment
3000469,956826,True,Fri Jan 26 09:52:45 +0000 2018,@VerizonSupport charged me a $20 activation fee for a Android I already had. Not okay.,,,Billing & Payment
3002926,999753,True,Mon Nov 27 22:47:44 +0000 2017,@ATT I've been trying to cancel for a week. Nobody will process it. This is harassment.,,,Cancellation & Retention
3000613,999455,True,Thu Nov 09 11:59:32 +0000 2017,@Ask_Spectrum no service at all since 2 hours on my street. I work from home. This is a crisis.,,,Network & Connectivity
3001805,527559,True,Fri Jan 26 16:53:06 +0000 2018,@ATT my military discount disappeared from my account. Been a customer for 3 years.,,,Account & Plan Management
3002036,147429,True,Sat Dec 30 15:06:07 +0000 2017,@ATT I've been on a 200Mbps plan for 8 years and you downgraded me without notice.,,,Account & Plan Management
3002142,969162,True,Wed Dec 20 07:36:22 +0000 2017,@Ask_Spectrum been trying to upgrade my plan for a month and the rep keeps transferring me.,,,Account & Plan Management
3000236,663081,True,Sat Dec 23 05:52:12 +0000 2017,@sprintcare I keep getting duplicate $120 charges every billing cycle. Please fix this.,,,Billing & Payment
3002451,382530,True,Mon Dec 11 11:38:03 +0000 2017,@Ask_Spectrum I asked to cancel in store multiple times and they refused. This is insane. Help me cancel.,,,Cancellation & Retention
3002497,254210,True,Sat Dec 02 12:14:02 +0000 2017,@VerizonSupport competitor offered me 500Mbps unlimited for $100 less. Have a month to decide.,,,Cancellation & Retention
3000039,421120,True,Mon Nov 27 01:37:47 +0000 2017,@ATT my bill for this month is $30 higher than last month with no plan changes.,,,Billing & Payment
3001619,563355,True,Sat Nov 18 20:01:11 +0000 2017,@Ask_Spectrum my router firmware updated and now half my devices can't connect at home.,,,Device & Technical Support
3001832,734144,True,Tue Dec 12 17:24:30 +0000 2017,@Ask_Spectrum added all my lines 2 weeks ago and still can't activate them. What is going on?,,,Account & Plan Management
3000383,203972,True,Fri Dec 15 17:05:38 +0000 2017,@VerizonSupport you charged me a $15 early termination fee but my contract was already up.,,,Billing & Payment
3000405,335230,True,Sun Nov 26 08:48:45 +0000 2017,@sprintcare I've been disputing this $15 charge for a month and nobody resolves it.,,,Billing & Payment
3002506,412790,True,Tue Nov 07 23:15:57 +0000 2017,@VerizonSupport want to downgrade to a cheaper plan instead of cancelling. What are my options?,,,Cancellation & Retention
3000789,326800,True,Mon Jan 22 04:37:34 +0000 2018,@sprintcare service has been intermittent for 2 weeks at work. Tired of paying for nothing.,,,Network & Connectivity
3002872,425386,True,Sun Nov 05 01:25:36 +0000 2017,@VerizonSupport if I don't get a resolution today I am cancelling all my lines on my account.,,,Cancellation & Retention
3000459,627326,True,Tue Feb 06 06:46:57 +0000 2018,@sprintcare been a loyal customer for 5 years and you raised my rate $150 with no warning.,,,Billing & Payment
3000215,263557,True,Sat Dec 02 06:11:38 +0000 2017,@ATT my bill is $20 more than what I was quoted when I signed up. Fix it.,,,Billing & Payment
3000684,645962,True,Tue Dec 05 12:14:48 +0000 2017,@sprintcare why is there always an outage on weekends? at work for 3 weeks now.,,,Network & Connectivity
3001096,827555,True,Fri Feb 23 09:53:15 +0000 2018,@TMobileHelp no LTE at all at work for 3 hours. Just showing 1 bar. Is there an outage?,,,Network & Connectivity
3000303,143104,True,Fri Jan 12 22:07:12 +0000 2018,@ATT I was on autopay and still got a $30 late fee. How is that even possible?,,,Billing & Payment
3000670,927546,True,Thu Dec 21 11:42:25 +0000 2017,@VerizonSupport dropped calls every single day in my area. Fix this.,,,Network & Connectivity
3001876,578328,True,Thu Jan 11 16:15:15 +0000 2018,@VerizonSupport you cancelled one of my lines without my permission. I need it restored.,,,Account & Plan Management
3002853,712235,True,Fri Dec 22 06:11:11 +0000 2017,@ATT competitor offered me 1Gbps unlimited for $40 less. Have 3 weeks to decide.,,,Cancellation & Retention
3001790,838234,True,Mon Dec 25 23:25:30 +0000 2017,@Ask_Spectrum visual voicemail has been broken for 2 weeks. Every fix you suggest doesn't work.,,,Device & Technical Support
3000862,998811,True,Thu Nov 16 09:03:23 +0000 2017,@Ask_Spectrum my internet has been down for all day everywhere I go. When will it be fixed?,,,Network & Connectivity
3000561,884415,True,Tue Nov 14 03:54:48 +0000 2017,@TMobileHelp being charged $75 per month more than my contract states. Please fix it.,,,Billing & Payment
3001699,913162,True,Sun Jan 14 16:05:09 +0000 2018,@ATT Bluetooth on my device stopped working after your last software update.,,,Device & Technical Support
3002551,939075,True,Thu Feb 01 11:28:16 +0000 2018,@TMobileHelp been paying for 3 lines I don't use for 3 weeks. Want to cancel the extras.,,,Cancellation & Retention
3000166,282537,True,Sat Dec 02 15:51:18 +0000 2017,@Ask_Spectrum you issued a $40 credit 3 weeks ago that still hasn't shown up.,,,Billing & Payment
3000426,896224,True,Tue Dec 05 22:59:56 +0000 2017,@sprintcare why do you keep adding random fees to my bill every month? Called multiple times with no fix.,,,Billing & Payment
3000636,218239,True,Mon Jan 29 16:40:53 +0000 2018,@VerizonSupport restarted the router twice on my street and still getting 5Mbps. Need help.,,,Network & Connectivity
3002683,956781,True,Mon Dec 18 08:18:36 +0000 2017,@TMobileHelp done with your terrible service after 7 years. Cancelling everything today.,,,Cancellation & Retention
3000990,490180,True,Fri Nov 17 14:56:38 +0000 2017,@TMobileHelp no LTE at all in my area for since this morning. Just showing 1 bar. Is there an outage?,,,Network & Connectivity
3001745,357190,True,Mon Dec 11 14:45:30 +0000 2017,@sprintcare hotspot on my Samsung disconnects everyone after a few minutes on my street.,,,Device & Technical Support
3000625,250829,True,Thu Jan 25 23:21:56 +0000 2018,@sprintcare connection has been spotty for a week in my area. Technician came and still broken.,,,Network & Connectivity
3000159,779975,True,Sun Dec 24 22:16:29 +0000 2017,@Ask_Spectrum my promotional discount disappeared from my bill a week ago with no notice.,,,Billing & Payment
3000536,418054,True,Sun Nov 12 15:08:47 +0000 2017,@Ask_Spectrum called customer service 3 times about a billing error and it still hasn't been corrected.,,,Billing & Payment
3001244,134368,True,Thu Jan 11 01:59:08 +0000 2018,@TMobileHelp hotspot on my Samsung disconnects everyone after a few minutes at my house.,,,Device & Technical Support
3000359,544037,True,Sun Nov 05 18:55:14 +0000 2017,@ATT my bill has been wrong for a week now. Called 4 times and still not fixed.,,,Billing & Payment
3001771,753829,True,Fri Feb 02 00:21:53 +0000 2018,@TMobileHelp hotspot on my Android disconnects everyone after a few minutes on my street.,,,Device & Technical Support
3002595,564803,True,Mon Nov 13 03:32:27 +0000 2017,@Ask_Spectrum please confirm my cancellation request is being processed. I submitted it 3 days ago.,,,Cancellation & Retention
3001941,602292,True,Fri Feb 23 08:08:20 +0000 2018,@TMobileHelp trying to add all my lines to my account online but the system keeps erroring out.,,,Account & Plan Management
3002048,855208,True,Tue Feb 20 17:54:14 +0000 2018,@sprintcare can't log into my account at all. Reset password 5 times and still locked out.,,,Account & Plan Management
3001042,140557,True,Sun Dec 03 08:42:35 +0000 2017,@ATT I'm paying for 200Mbps and consistently getting 5Mbps at work. That is fraud.,,,Network & Connectivity
3001002,348607,True,Fri Dec 22 03:48:20 +0000 2017,@sprintcare 5G shows on my phone at work but speeds are slower than 10Mbps.,,,Network & Connectivity
3001310,724549,True,Sat Dec 09 23:26:48 +0000 2017,@Ask_Spectrum tried calling tech support several times about my phone and never got a resolution.,,,Device & Technical Support
3000716,787370,True,Tue Dec 19 12:14:16 +0000 2017,@ATT can't make or receive calls on my street. This has been going on for a month.,,,Network & Connectivity
3001672,359799,True,Thu Nov 16 00:17:51 +0000 2017,@sprintcare data stopped working on my device after I switched SIM cards. Help.,,,Device & Technical Support
3002430,903445,True,Wed Jan 31 07:22:42 +0000 2018,@Ask_Spectrum already signed up with another carrier. Just need to know how to cancel without fees.,,,Cancellation & Retention
3001435,249430,True,Mon Dec 04 01:41:15 +0000 2017,@ATT the TV app keeps crashing on my Roku. Already uninstalled and reinstalled 4 times.,,,Device & Technical Support
3002968,144156,True,Tue Dec 05 08:34:36 +0000 2017,@ATT just want a simple cancellation. Why does this have to be so difficult after multiple times tries?,,,Cancellation & Retention
3000357,669572,True,Mon Jan 22 11:19:16 +0000 2018,@sprintcare I keep getting duplicate $100 charges every billing cycle. Please fix this.,,,Billing & Payment
3002495,649484,True,Wed Feb 07 04:56:56 +0000 2018,@Ask_Spectrum I never signed a new contract but you're charging a $120 early termination fee.,,,Cancellation & Retention
3000317,787273,True,Tue Nov 07 02:41:36 +0000 2017,@TMobileHelp I keep getting duplicate $40 charges every billing cycle. Please fix this.,,,Billing & Payment
3001770,857960,True,Sun Nov 19 22:47:11 +0000 2017,@VerizonSupport my cable remote stopped working after the box updated itself. Tried multiple times.,,,Device & Technical Support
3001056,970085,True,Sun Nov 12 05:44:16 +0000 2017,@TMobileHelp 3 bars of signal on my street but calls drop every time. Been 10 days now.,,,Network & Connectivity
3002420,481240,True,Mon Nov 13 14:37:51 +0000 2017,@TMobileHelp moving overseas next month and need to cancel all my lines. What is the process?,,,Cancellation & Retention
3000508,154748,True,Sun Dec 24 02:43:27 +0000 2017,@ATT you overcharged me $25 for data I didn't use. I want a credit.,,,Billing & Payment
3001445,786456,True,Thu Dec 21 03:46:33 +0000 2017,@sprintcare my Android won't connect to LTE anymore everywhere I go. Only shows 3G.,,,Device & Technical Support
3001666,575588,True,Sun Nov 05 07:13:24 +0000 2017,@sprintcare my SIM card stopped working after the update. phone says no SIM detected.,,,Device & Technical Support
3001856,183783,True,Thu Feb 08 13:16:56 +0000 2018,@sprintcare I requested a PIN change a week ago and the account is still using the old one.,,,Account & Plan Management
3000255,965015,True,Mon Jan 08 15:16:02 +0000 2018,@Ask_Spectrum never agreed to paperless billing but I'm getting charged a $75 fee for paper statements.,,,Billing & Payment
3002368,686060,True,Mon Feb 19 05:45:28 +0000 2018,@sprintcare signed up for autopay discount 2 days ago but it's not showing on my account.,,,Account & Plan Management
3002384,279820,True,Sun Dec 31 07:35:31 +0000 2017,@TMobileHelp trying to upgrade my plan but the website won't let me change it after multiple times.,,,Account & Plan Management
3001127,467900,True,Wed Dec 06 16:10:05 +0000 2017,@ATT my internet has been down for since last night everywhere I go. When will it be fixed?,,,Network & Connectivity
3002915,987784,True,Tue Dec 26 16:47:00 +0000 2017,@ATT competitor offered me unlimited unlimited for $120 less. Have a month to decide.,,,Cancellation & Retention
3000496,187289,True,Sat Feb 10 01:18:01 +0000 2018,@ATT my final bill after cancellation is $100 higher than it should be. Explain.,,,Billing & Payment
3001341,823011,True,Thu Dec 28 04:38:18 +0000 2017,@ATT apps are loading super slowly only on your network everywhere I go. Fine on WiFi.,,,Device & Technical Support
3002813,345388,True,Sun Nov 26 12:08:37 +0000 2017,@Ask_Spectrum my service was supposed to be cancelled 2 days ago. Why am I still being billed $40?,,,Cancellation & Retention
3002470,189838,True,Sat Nov 18 23:07:58 +0000 2017,@sprintcare every time I try to cancel your rep tries to keep me on the line. Just let me go.,,,Cancellation & Retention
3000867,185231,True,Sun Jan 21 00:09:46 +0000 2018,@TMobileHelp I'm getting 2Mbps on a 200Mbps plan at home. Can someone look into this?,,,Network & Connectivity
3002496,439779,True,Sun Dec 31 18:44:08 +0000 2017,@TMobileHelp how do I port my number out? I'm switching to a different carrier this week.,,,Cancellation & Retention
3001099,724012,True,Fri Nov 10 16:01:07 +0000 2017,@TMobileHelp hotspot is completely unusable in my area right now. Speed is basically 0.,,,Network & Connectivity
3001733,530217,True,Thu Nov 16 23:56:17 +0000 2017,@sprintcare device unlock request has been pending for 2 weeks. What is the hold up?,,,Device & Technical Support
3000056,825198,True,Fri Dec 01 21:06:22 +0000 2017,@TMobileHelp I cancelled my service last month and you still charged me $30. Fix this now.,,,Billing & Payment
3002676,788707,True,Thu Dec 28 12:02:36 +0000 2017,@sprintcare my service was supposed to be cancelled 2 weeks ago. Why am I still being billed $150?,,,Cancellation & Retention
3002570,336735,True,Fri Dec 08 23:00:13 +0000 2017,@TMobileHelp my service was supposed to be cancelled a month ago. Why am I still being billed $150?,,,Cancellation & Retention
3000231,918320,True,Mon Jan 08 23:56:33 +0000 2018,@VerizonSupport I keep getting duplicate $120 charges every billing cycle. Please fix this.,,,Billing & Payment
3001250,659868,True,Wed Nov 08 14:03:23 +0000 2017,@TMobileHelp ordered a replacement SIM 2 weeks ago and still no shipping update.,,,Device & Technical Support
3002909,234218,True,Mon Jan 29 12:03:19 +0000 2018,@ATT I switched 3 weeks ago and you're still charging me $15. Cancel the account now.,,,Cancellation & Retention
3002532,983924,True,Wed Feb 14 01:20:27 +0000 2018,@TMobileHelp cancelling after 7 years. Your prices have gotten ridiculous and service has declined.,,,Cancellation & Retention
3000921,658496,True,Wed Dec 27 13:15:11 +0000 2017,@ATT whole neighborhood has had no service for a month in my area. Is there an outage?,,,Network & Connectivity
3001639,558278,True,Fri Jan 19 12:55:04 +0000 2018,@VerizonSupport Bluetooth on my phone stopped working after your last software update.,,,Device & Technical Support
3000160,616680,True,Mon Nov 13 07:24:36 +0000 2017,@ATT never agreed to paperless billing but I'm getting charged a $75 fee for paper statements.,,,Billing & Payment
3001774,156670,True,Tue Dec 05 19:12:44 +0000 2017,@VerizonSupport my modem lights are all blinking red at work. Restarting 5 times doesn't help.,,,Device & Technical Support
3002956,124590,True,Sun Nov 12 08:11:43 +0000 2017,@sprintcare I switched 2 weeks ago and you're still charging me $120. Cancel the account now.,,,Cancellation & Retention
3001919,270017,True,Fri Nov 24 04:13:19 +0000 2017,@Ask_Spectrum need to add international roaming to my plan before I travel next week.,,,Account & Plan Management
3000517,889850,True,Tue Dec 26 10:17:46 +0000 2017,@ATT my final bill after cancellation is $40 higher than it should be. Explain.,,,Billing & Payment
3002065,182236,True,Wed Nov 22 04:39:19 +0000 2017,@VerizonSupport my account shows 4 lines but I only have one active line. Something is wrong.,,,Account & Plan Management
3000020,221579,True,Mon Feb 19 20:19:53 +0000 2018,@Ask_Spectrum charged me a $25 activation fee for a tablet I already had. Not okay.,,,Billing & Payment
3002983,485357,True,Mon Feb 19 19:03:10 +0000 2018,@TMobileHelp I never signed a new contract but you're charging a $20 early termination fee.,,,Cancellation & Retention
3002722,513992,True,Wed Dec 20 17:18:45 +0000 2017,@Ask_Spectrum this is my last warning. Fix the issue or I'm cancelling 4 lines on my account.,,,Cancellation & Retention
3001778,592711,True,Fri Nov 10 23:15:19 +0000 2017,@ATT my new device won't activate. I've been trying for 4 hours. Please help.,,,Device & Technical Support
3000472,973684,True,Thu Dec 21 11:43:40 +0000 2017,@ATT where is my refund of $25? It has been 3 days and I still haven't received anything.,,,Billing & Payment
3001108,364415,True,Sat Nov 25 09:36:53 +0000 2017,@VerizonSupport no LTE at all everywhere I go for all day. Just showing 1 bar. Is there an outage?,,,Network & Connectivity
3000873,192034,True,Fri Jan 05 19:05:15 +0000 2018,@TMobileHelp entire street is down everywhere I go. Been all day. When is the ETA for restoration?,,,Network & Connectivity
3002135,491718,True,Sat Nov 11 19:23:29 +0000 2017,@ATT I've been on a 100Mbps plan for 5 years and you downgraded me without notice.,,,Account & Plan Management
3001894,734143,True,Thu Feb 08 13:49:46 +0000 2018,@sprintcare I requested a PIN change 2 weeks ago and the account is still using the old one.,,,Account & Plan Management
3001451,345208,True,Fri Nov 03 07:27:24 +0000 2017,@ATT the network unlock code you gave me is not working. Tried twice.,,,Device & Technical Support
3001282,776216,True,Mon Feb 05 22:20:54 +0000 2018,@TMobileHelp Bluetooth on my Android stopped working after your last software update.,,,Device & Technical Support
3002224,591932,True,Sun Feb 11 10:39:46 +0000 2018,@VerizonSupport I've been on a 100Mbps plan for 10 years and you downgraded me without notice.,,,Account & Plan Management
3002644,888013,True,Tue Feb 13 04:14:57 +0000 2018,@sprintcare after 5 years as a customer I deserve better. Cancelling if this isn't fixed today.,,,Cancellation & Retention
3002672,331794,True,Sun Jan 14 10:28:35 +0000 2018,@Ask_Spectrum want to downgrade to a cheaper plan instead of cancelling. What are my options?,,,Cancellation & Retention
3002428,576799,True,Tue Jan 16 18:04:27 +0000 2018,@sprintcare my service was supposed to be cancelled 3 days ago. Why am I still being billed $120?,,,Cancellation & Retention
3002800,490919,True,Sat Dec 09 19:05:16 +0000 2017,@VerizonSupport competitor is offering unlimited for $15 less per month. Match it or I'm gone.,,,Cancellation & Retention
3000504,305646,True,Wed Dec 27 01:16:28 +0000 2017,@sprintcare being charged $50 per month more than my contract states. Please fix it.,,,Billing & Payment
3000360,690189,True,Tue Feb 27 18:37:46 +0000 2018,@VerizonSupport my bill is $40 more than what I was quoted when I signed up. Fix it.,,,Billing & Payment
3002721,177202,True,Thu Nov 23 04:20:38 +0000 2017,@ATT competitor offered me 500Mbps unlimited for $120 less. Have 3 weeks to decide.,,,Cancellation & Retention
3002995,986980,True,Fri Dec 29 02:05:37 +0000 2017,@ATT I switched 3 days ago and you're still charging me $40. Cancel the account now.,,,Cancellation & Retention
3001229,419380,True,Tue Dec 26 16:22:14 +0000 2017,@ATT cable box is frozen and won't respond to the remote. Rebooted it twice.,,,Device & Technical Support
3002336,681144,True,Mon Feb 26 02:29:00 +0000 2018,@VerizonSupport been trying to upgrade my plan for 10 days and the rep keeps transferring me.,,,Account & Plan Management
3002183,568408,True,Tue Dec 19 10:07:08 +0000 2017,@Ask_Spectrum I've been on a 100Mbps plan for 7 years and you downgraded me without notice.,,,Account & Plan Management
3001234,184814,True,Sat Dec 16 01:34:12 +0000 2017,@VerizonSupport ordered a replacement SIM 3 days ago and still no shipping update.,,,Device & Technical Support
3001906,683136,True,Mon Feb 05 21:16:35 +0000 2018,@TMobileHelp my account shows I'm out of contract but I can't order a new tablet online.,,,Account & Plan Management
3001852,177961,True,Thu Feb 22 00:13:36 +0000 2018,@ATT the website won't let me update my payment method. Been trying for a week.,,,Account & Plan Management
3000082,571239,True,Thu Nov 09 22:18:15 +0000 2017,@sprintcare you issued a $30 credit a week ago that still hasn't shown up.,,,Billing & Payment
3001455,666249,True,Tue Dec 12 19:11:43 +0000 2017,@ATT my WiFi calling feature disappeared after the latest update. Tried 5 times to fix it.,,,Device & Technical Support
3001415,352669,True,Tue Nov 28 10:27:30 +0000 2017,@TMobileHelp SIM keeps deactivating itself on my device. This has happened several times this week.,,,Device & Technical Support
3002216,216223,True,Sat Nov 18 23:45:35 +0000 2017,@ATT tried to change my plan online twice and it just shows an error every time.,,,Account & Plan Management
3001695,386169,True,Mon Feb 05 17:45:59 +0000 2018,@ATT my new iPhone won't activate. I've been trying for 6 hours. Please help.,,,Device & Technical Support
3001748,289015,True,Fri Jan 19 16:31:08 +0000 2018,@sprintcare the TV app keeps crashing on my Roku. Already uninstalled and reinstalled 5 times.,,,Device & Technical Support
3001674,372682,True,Thu Feb 08 20:51:49 +0000 2018,@TMobileHelp my modem lights are all blinking red in my area. Restarting several times doesn't help.,,,Device & Technical Support
3002772,728938,True,Fri Dec 08 02:48:28 +0000 2017,@ATT competitor offered me unlimited unlimited for $75 less. Have 10 days to decide.,,,Cancellation & Retention
3001746,195390,True,Sun Feb 25 03:27:44 +0000 2018,@Ask_Spectrum tried calling tech support several times about my device and never got a resolution.,,,Device & Technical Support
